1.65442	-188.443
205.782	-21.7964
112.727	-553.6
-114.783	-113.966
-670.51	-385.21
-887.124	-777.484
-1.05878	-496.596
-748.936	-399.99
28.9401	-171.865
-155.203	-112.052
-925.608	-710.449
425.104	-1289.96
111.183	-648.342
976.566	-106.25
930.569	-570.757
-299.595	181.194
443.152	-462.539
733.1	-642.163
979.811	570.692
979.811	-570.692
733.1	642.163
443.151	462.539
-299.595	-181.194
930.569	570.757
976.566	106.25
111.183	648.342
425.105	1289.96
-925.608	710.449
-155.203	112.052
28.94	171.865
-748.936	399.99
-1.05881	496.596
-887.124	777.484
-670.51	385.21
-114.783	113.966
112.728	553.6
205.782	21.7963
1.6543	188.443
-565.28	489.164
192.457	-720.455
-91.1325	-74.846
71.2352	-415.945
332.145	-278.466
262.463	1417.67
-1062.45	419.666
-207.978	839.284
-626.307	787.77
-337.686	246.689
-251.435	611.808
-203.771	185.926
-108.032	-1134.29
-12.123	-530.822
-607.663	188.561
381.469	-743.877
369.426	-39.0215
-1004.48	315.714
-418.948	265.764
-711.781	186.7
-13.1495	-215.985
468.178	-450.149
556.187	985.812
41.6966	46.6461
-552.782	687.332
-199.695	148.732
-28.0342	-466.535
-256.934	953.568
-704.664	616.688
-926.845	430.007
-984.782	42.2548
-1918.45	96.4364
-366.337	134.332
-379.518	506.711
-1098.13	748.52
-334.667	-288.131
-440.071	-593.203
-261.584	-963.322
-42.6163	-871.456
-1457.42	183.996
-403.299	118.9
-654.554	-309.172
5.27881	-24.673
321.757	-1187.99
24.7601	-324.782
172.268	308.155
-744.35	-700.154
-242.078	471.47
-25.9268	-612.031
8.73712	-579.129
824.306	-539.679
162.718	-476.284
-225.124	203.84
-655.202	-1019.52
-377.188	-139.243
491.368	248.721
-675.554	941.421
-18.3747	719.93
486.923	275.082
222.606	-791.565
30.4225	-1223.44
497.033	369.166
-118.183	550.351
427.522	46.0428
81.654	944.543
200.576	505.137
-133.053	-316.64
-700.974	840.434
-473.167	7.60397
-892.574	-35.6083
-1329.31	445.955
-3.24004	113.462
427.417	763.02
-105.087	-51.8874
-646.295	-470.247
-257.711	-604.851
-789.311	-441.52
-539.257	-304.996
271.494	-289.678
-549.143	-231.451
128.375	-622.454
-975.626	63.4504
-521.478	-1319.64
520.776	-482.295
-262.785	-297.764
-22.5416	-849.231
633.374	91.5004
-413.47	175.207
-152.332	-78.6654
316.886	730.106
-375.024	-824.685
-796.945	161.059
681.325	67.0966
-220.643	222.423
-530.943	924.61
-144.821	392.79
-286.417	-552.969
933.764	383.917
348.343	97.8424
-382.203	197.58
327.813	-598.808
-237.743	207.908
714.559	-509.36
-380.724	-393.499
-829.719	87.3157
376.475	-45.5812
-1404.14	-351.771
-725.569	468.421
-325.327	-878.238
763.853	365.866
1217.02	-193.97
-952.787	979.525
126.24	971.513
761.696	-465.518
-461.833	-1777.64
-399.512	293.454
-255.342	-1007.3
-580.404	-191.452
-705.035	-928.636
-752.209	131.175
729.824	149.725
392.536	1.12149
1095.36	498.794
1035.25	568.59
-1272.2	-301.713
684.49	-1288.37
439.999	-1061.79
1327.08	-521.199
-104.533	743.129
886.249	747.899
-435.701	-1233.02
767.983	759.112
-351.47	247.204
1097.8	-83.2018
-149.744	2729
168.242	1745.17
1753.17	1204.4
-688.11	1439.48
565.307	-448.523
410.541	-406.528
-2578.75	926.716
-553.192	-269.088
-748.853	-406.947
117.199	-1503.98
-353.555	-1439.99
237.9	942.311
-3175.05	-1807.04
385.789	2277.94
-2234.31	1565.36
6087.13	-1464.39
-1717.67	-1665.53
-734.435	1256.91
-858.701	1112.8
-2566.69	348.225
-732.457	-2124.06
1275.55	159.29
-484.334	-1698.19
-927.691	-3738.3
-374.827	793.993
1382.86	-1705.21
-2910.78	403.006
645.741	2860.27
-4081.56	2578.64
